,Target,Weight
1545,KB_Cell_Epithelium_HeLa_contaminant | RELA | ID:43313,0.15800247
8799,GM12878 | GABP | ENCODE,0.15772404
5584,K562_Erythroblast_Bone_Marrow | SIN3A | ID:64867,0.15765706
3198,GM18526_Lymphoblastoid_Blood | POLR2A | ID:5001,0.15763755
5481,K562_Erythroblast_Bone_Marrow | RNF2 | ID:64583,0.15758565
4761,A549_Epithelium_Lung | FOSL2 | ID:62717,0.15741314
1490,GP5d_Colon | MYC | ID:42940,0.15738802
470,NCCIT_Embryo | POU5F1 | ID:33864,0.15732287
3136,GM12891_Lymphoblastoid_Blood | RELA | ID:4974,0.15717006
3096,MCF-7_Epithelium_Breast | TFAP2C | ID:49630,0.15710454
4469,U2OS_Bone | NR3C1 | ID:58057,0.15699576
596,MCF-10A_Epithelium_Breast | SNAPC1 | ID:35268,0.1567846
1502,MM1.S_B_Lymphocyte_Blood | BRD2 | ID:43047,0.15663849
8296,M.M._Fibroblast | FOXA2 | ID:87393,0.15638188
2277,MCF-10A_Epithelium_Breast | POLR2A | ID:45998,0.15632352
9354,MCF-7 | CTCF | ENCODE | 1,0.15621154
1083,MCF-7_Epithelium_Breast | FOXM1 | ID:39443,0.1561817
900,Endothelial_Cell_Umbilical_Vein | EP300 | ID:37924,0.15603252
4552,LNCaP-abl_Epithelium_Prostate | POLR2A | ID:58635,0.15597883
5658,HEK293_Epithelium_Embryonic_Kidney | SP2 | ID:65084,0.15591218
4014,MDA-MB-231_Epithelium_Breast | WWTR1 | ID:55294,0.1558735
8862,GM12891 | CTCF | ENCODE,0.15547962
1470,AC16_Cardiomyocyte | RELA | ID:42900,0.15497972
6564,Cardiomyocyte | POLR2A | ID:72392,0.15494604
5690,HEK293_Epithelium_Embryonic_Kidney | ZNF341 | ID:65129,0.15493618
6760,SUM159PT_Mammary_carcinoma_cell_Breast | EP300 | ID:73537,0.1548931
8185,VCaP_Epithelium_Prostate | HDAC3 | ID:8661,0.15473051
3162,SK-N-MC_Brain | FLI1 | ID:49854,0.15456823
325,U2OS_Bone | TP53 | ID:33075,0.15450676
1516,HEK293T_Epithelium_Embryonic_Kidney | POLR2A | ID:43079,0.1544658
8893,GM19239 | CTCF | ENCODE,0.15399447
6445,Osteoblast | POLR2A | ID:71249,0.15388618
7618,K562_Erythroblast_Bone_Marrow | ZBTB7A | ID:82593,0.15372626
899,Endothelial_Cell_Umbilical_Vein | EP300 | ID:37921,0.15360235
1473,AC16_Cardiomyocyte | POLR2A | ID:42903,0.1527247
2346,A549_Epithelium_Lung | FOXA1 | ID:46067,0.15269524
7220,DU145_Epithelium_Prostate | ZMYND8 | ID:76673,0.15256003
4099,H3396_Epithelium_Mammary_Gland | POLR2A | ID:5561,0.15248726
3601,R1-AD1_Epithelium_Prostate | AR | ID:52537,0.15245835
3062,HCT-116_Colon | POLR2A | ID:49533,0.15243696
5764,MCF-7_Epithelium_Breast | ESR1 | ID:6561,0.1524102
7079,HeLa | ZBTB48 | ID:75288,0.15240139
1257,OCI-Ly7_B_cell_lymphoma_Blood | MAFK | ID:41625,0.15225564
917,HT1080_Connective_Tissue | SSRP1 | ID:38084,0.1520852
8239,Detroit_562_Detroit_562_cells | RELA | ID:86943,0.15205683
8102,Muscle | POLR2A | ID:85936,0.15190016
5377,HEK293_Epithelium_Embryonic_Kidney | MYNN | ID:64294,0.15184799
6482,MCF-7_Breast | FOXA1 | ID:71808,0.15183127
1048,LoVo_Colon | ATF1 | ID:38852,0.1518245
6963,K562_Erythroblast_Bone_Marrow | BCL3 | ID:7461,0.15164062
8935,H1-hESC | GTF2F1 | ENCODE,0.15147741
7072,HeLa | ZBTB48 | ID:75281,0.15146388
1786,H1_Embryonic_Stem_Cell_Embryo | CHD1 | ID:45237,0.15144083
4555,LNCaP-abl_Epithelium_Prostate | MED1 | ID:58639,0.15141615
2407,GM12878_B_Lymphocyte_Blood | RXRA | ID:46125,0.15136948
2069,HeLa-S3_Epithelium_Cervix | NR2C2 | ID:45783,0.15131904
158,LNCaP_Epithelium_Prostate | FOXA1 | ID:2192,0.15109178
5127,A549_Epithelium_Lung | CEBPB | ID:63607,0.15108459
6549,CAL-1_Plasmacytoid_dendritic_cell | BRD4 | ID:72351,0.1508112
9406,Pancreas | DNase.hot | Roadmap,0.15077895
5441,K562_Erythroblast_Bone_Marrow | RELA | ID:64465,0.15066262
3681,MCF-10A_Epithelium_Breast | MYC | ID:53192,0.15058763
858,GM12878_B_Lymphocyte_Blood | REST | ID:37311,0.15054773
1742,VCaP_Epithelium_Prostate | ERG | ID:44605,0.15047066
4381,HeLa_Epithelium_Cervix | GTF2B | ID:56958,0.15040754
5897,SUM149R | BRD4 | ID:67799,0.15022725
9450,SK-N-SH_RA | USF1 | ENCODE,0.15004168
3991,Adipose | PPARG | ID:55129,0.15001446
578,B_Lymphocyte | BCL6 | ID:35085,0.14989509
433,T47D_Epithelium_Mammary_Gland | PR | ID:33566,0.14985959
9204,K562 (IFNa6h) | c-Jun | ENCODE,0.149724
7754,BJ_Fibroblast_Skin | FOXA2 | ID:83589,0.14970502
6173,Jurkat_T_Lymphocyte_Blood | POLR2A | ID:69611,0.14965199
222,NB4_Promyelocytic_cell_Blood | POLR2A | ID:2462,0.14963016
5414,K562_Erythroblast_Bone_Marrow | BACH1 | ID:64378,0.14960265
7502,Leukemia | NOTCH3 | ID:81877,0.14960247
692,GM12891_Lymphoblastoid_Blood | CTCF | ID:35854,0.14939895
2161,K562_Erythroblast_Bone_Marrow | GTF2F1 | ID:45878,0.14930436
1656,LNCaP_Epithelium_Prostate | E2F1 | ID:44313,0.14910416
5521,K562_Erythroblast_Bone_Marrow | TCF7 | ID:64697,0.14909932
1695,MCF-7_Epithelium_Breast | GATA3 | ID:44395,0.14903796
2775,MCF-7_Epithelium_Breast | POLR2A | ID:47789,0.14901231
9049,HeLa-S3 | TAF1 | ENCODE,0.14878595
3434,HUES64_Embryonic_Stem_Cell_Embryo | GATA4 | ID:51463,0.14875016
4785,Stomach | POLR2A | ID:62777,0.14850974
5112,HEK293_Epithelium_Embryonic_Kidney | ZNF239 | ID:63579,0.14849463
4074,H3396_Epithelium_Mammary_Gland | CREB1 | ID:5551,0.14845882
8411,MOLT-4_T_Lymphoblast | POLR2A | ID:87933,0.14844774
3987,Adipose | PPARG | ID:55125,0.14843696
8653,A549 (EtOH_0.02pct) | TAF1 | ENCODE,0.14805973
8247,HeLa_Cervical_Carcinoma | SMC3 | ID:87043,0.1480201
5290,Neuron | CTCF | ID:64048,0.14794527
3121,U937_Pleura | DEK | ID:49697,0.14782092
2238,K562_Erythroblast_Bone_Marrow | ZNF263 | ID:45958,0.14775062
3109,MCF-7_Epithelium_Breast | MED1 | ID:49650,0.14773083
7483,ID00015_Lymphoblastoid | CTCF | ID:81660,0.14770098
7660,BJ_Fibroblast_Skin | FOXA2 | ID:82937,0.14767745
863,Jurkat_E6-1_T_Lymphocyte_Blood | RUNX1 | ID:37384,0.14762887
5688,HEK293_Epithelium_Embryonic_Kidney | ZNF281 | ID:65127,0.14724645
6871,MCF-7_Breast | NR3C1 | ID:74151,0.14720283
8372,K562_Erythroblast_Bone_Marrow | HDAC6 | ID:8778,0.147114
5693,HEK293_Epithelium_Embryonic_Kidney | PRDM1 | ID:65133,0.14705141
4763,HEK293_Epithelium_Embryonic_Kidney | ZNF366 | ID:62731,0.14700812
1858,AG04450_Fibroblast_Fetal_Lung | CTCF | ID:45564,0.14678055
5098,A549_Epithelium_Lung | HES2 | ID:63542,0.14664803
2480,H1_Embryonic_Stem_Cell_Embryo | TAF1 | ID:46196,0.14664188
5946,C4-2_Prostate | POLR2A | ID:68072,0.14644024
7624,THP-1_Monocyte_Blood | SPI1 | ID:82610,0.1463757
1308,HCT-116_Colon | CTCF | ID:42152,0.14630647
5438,A549_Epithelium_Lung | EP300 | ID:64460,0.14614089
2250,K562_Erythroblast_Bone_Marrow | IRF1 | ID:45971,0.14612937
4631,MCF-7_Epithelium_Breast | ESR1 | ID:59375,0.14598049
2787,GM12878_B_Lymphocyte_Blood | REST | ID:47850,0.14595492
8208,JHU-06_Endothelial_Cell | JUN | ID:86805,0.14595227
1033,LoVo_Colon | E2F8 | ID:38804,0.14591374
1243,DU145_Epithelium_Prostate | RNF2 | ID:41490,0.14588891
8178,VCaP_Epithelium_Prostate | ERG | ID:8656,0.14572027
7505,VCaP_Epithelium_Prostate | ERF | ID:81883,0.14569207
443,H1_Embryonic_Stem_Cell_Embryo | FAIRE | ID:33601,0.14565705
2734,U2OS_Bone | POLR2A | ID:47491,0.14565629
1679,LNCaP_Epithelium_Prostate | E2F1 | ID:44337,0.14556271
5107,K562_Erythroblast_Bone_Marrow | MIER1 | ID:63554,0.145537
713,Epithelium_Mammary_Gland | ESR1 | ID:36097,0.14552116
4386,HeLa_Epithelium_Cervix | POLR2A | ID:56968,0.1454878
8887,GM18951 | Pol2 | ENCODE,0.14548334
1471,AC16_Cardiomyocyte | RELA | ID:42901,0.14546557
2711,HEK293_Epithelium_Embryonic_Kidney | POLR2A | ID:47406,0.14543164
9318,K562 | THAP1 | ENCODE,0.1453382
2000,Myocyte_Heart | CTCF | ID:45710,0.14518796
2398,GM12878_B_Lymphocyte_Blood | PAX5 | ID:46116,0.1451712
8883,GM18505 | Pol2 | ENCODE,0.14501633
279,Proerythroblast_Bone_Marrow | CTCF | ID:3050,0.14500096
4187,TC-797 | BRD4 | ID:55825,0.14498031
7657,A549_Epithelium_Lung | FOXA2 | ID:82934,0.14485076
589,M0-91_Leukemia_Cell | HSF1 | ID:35224,0.14463174
6246,Th1 | BRD4 | ID:69870,0.14461215
8110,HeLa_Adherent_HeLa_cells | SUPT5H | ID:85966,0.14449368
6444,Osteoblast | POLR2A | ID:71248,0.1443445
5961,C4-2_Prostate | POLR2A | ID:68087,0.14421584
1794,HepG2_Epithelium_Liver | EZH2 | ID:45294,0.14413433
1434,LoVo_Colon | DR1 | ID:42711,0.14410394
2561,K562_Erythroblast_Bone_Marrow | SIN3A | ID:46277,0.1440889
3153,GM18505_Lymphoblastoid_Blood | POLR2A | ID:4980,0.14402004
5331,Breast | CTCF | ID:64159,0.14389081
6305,A549_Epithelium_Lung | POLR2A | ID:70564,0.1438811
6047,K562_Leukemia_Cell | SPI1 | ID:68824,0.14377703
3473,HUES64_Embryonic_Stem_Cell_Embryo | SALL4 | ID:51551,0.14375564
7224,BJAB | MGEA5 | ID:76709,0.14370328
4743,HEK293_Epithelium_Embryonic_Kidney | ZNF16 | ID:62681,0.14368822
6281,LNCaP_Epithelium_Prostate | FOXA1 | ID:70108,0.14361584
3396,Neural_Stem_Cell | CHD8 | ID:51104,0.1432072
1230,SNU216_Epithelium | TEAD4 | ID:41391,0.14318465
667,WI-38_Fibroblast_Lung | POLR2A | ID:35718,0.14314364
6308,A549_Epithelium_Lung | POLR2A | ID:70567,0.1431036
654,SU-DHL6_B_Lymphocyte_Lymph_Node | EZH2 | ID:35640,0.14308646
4525,LNCaP-abl_Epithelium_Prostate | POLR2A | ID:58355,0.1429942
4517,LNCaP-abl_Epithelium_Prostate | MED1 | ID:58347,0.14295097
4389,HeLa_Epithelium_Cervix | POLR2A | ID:56971,0.1428496
7448,K562_Erythroblast_Bone_Marrow | POLR2A | ID:81392,0.14275044
3113,MCF-7_Epithelium_Breast | ESR1 | ID:49654,0.14273077
3011,LNCaP_Epithelium_Prostate | POLR2A | ID:49194,0.14265648
2847,LNCaP_Epithelium_Prostate | AR | ID:48183,0.14248168
6982,K562_Erythroblast_Bone_Marrow | ZMYM3 | ID:74654,0.14240615
3234,Daoy_Polygonal_Cerebellum | ZFX | ID:50077,0.14237754
4340,MDA-MB-231_Epithelium_Breast | JUN | ID:56633,0.1423729
5730,HEK293_Epithelium_Embryonic_Kidney | ZNF331 | ID:65193,0.14236072
5261,MCF-7_Epithelium_Breast | NBN | ID:63978,0.14228128
133,K562_Erythroblast_Bone_Marrow | GATA1 | ID:2000,0.14193296
8051,HEK293T_Epithelium_Embryonic_Kidney | RNF2 | ID:8549,0.14186572
7073,HeLa | ZBTB48 | ID:75282,0.14158566
112,IMR90_Fibroblast_Lung | RBL2 | ID:1874,0.14137094
5888,Hematopoietic_stem_and_progenitor_cell_Bone_Marrow | NFE2 | ID:67767,0.1412866
9387,NHEK | Pol2(b) | ENCODE,0.14126123
5786,T47D_Epithelium_Mammary_Gland | ESR1 | ID:6588,0.14121966
7426,NHEK_Keratinocyte_Skin | MYC | ID:8122,0.14091274
9296,K562 | Sin3Ak-20 | ENCODE,0.14087753
1965,GM18951_Lymphoblastoid_Blood | POLR2A | ID:45675,0.1406838
123,Jurkat_E6-1_T_Lymphocyte_Blood | POLR2A | ID:1951,0.14065523
273,WM262_Melanocyte_Skin | SETDB1 | ID:2974,0.14047606
2727,K562_Erythroblast_Bone_Marrow | CTCF | ID:47475,0.14035077
295,Megakaryocyte_Cord_blood | GATA1 | ID:3274,0.14032611
7646,MOLT-4_T_Lymphoblast | BRD4 | ID:82839,0.14031164
1667,LNCaP_Epithelium_Prostate | E2F1 | ID:44325,0.1403031
4393,HeLa_Epithelium_Cervix | POLR2A | ID:56976,0.1401402
5123,K562_Erythroblast_Bone_Marrow | DDX20 | ID:63600,0.13993216
9216,K562 | COREST | ENCODE | 1,0.13983944
267,VCaP_Epithelium_Prostate | AR | ID:2912,0.13978246
5418,K562_Erythroblast_Bone_Marrow | NR2C2 | ID:64395,0.13964912
247,U2OS_Bone | ESR1 | ID:2779,0.13958536
1348,GM12890_Lymphoblastoid_Blood | STAG1 | ID:42312,0.1395436
7074,HeLa | ZBTB48 | ID:75283,0.13939054
5850,SK-N-SH_Neuroblastoma_cell_Brain | POLR2A | ID:67696,0.13931233
7122,MCF-7_Mammary_Gland | ESR1 | ID:76101,0.13929477
8924,H1-hESC | CTCF | ENCODE,0.1390023
4914,A549_Epithelium_Lung | NR3C1 | ID:63109,0.13898776
6763,SUM159PT_Mammary_carcinoma_cell_Breast | EP300 | ID:73540,0.13891694
2103,HepG2_Epithelium_Liver | POLR2A | ID:45819,0.13887532
7976,MOLT-4_Leukemia | SUPT5H | ID:85013,0.1388013
9078,HepG2 (forskolin) | ERRA | ENCODE,0.1387331
4311,HEK293T_Epithelium_Embryonic_Kidney | EHMT2 | ID:56467,0.13871211
7662,BJ_Fibroblast_Skin | FOXA2 | ID:82945,0.13855506
7971,C4-2B_Epithelium_Prostate | ZFX | ID:84931,0.13848718
685,LNCaP_Epithelium_Prostate | REPIN1 | ID:35828,0.13838257
3163,SK-N-MC_Brain | FLI1 | ID:49856,0.1382652
8365,hESC | NKX2-1 | ID:87737,0.13824983
2365,ECC-1_Epithelium_Endometrium | EGR1 | ID:46086,0.13805203
2620,PFSK-1_Neuron_Brain | TAF1 | ID:46334,0.13805073
4624,PC-3_Epithelium_Prostate | JUND | ID:5925,0.13801411
3170,SK-N-MC_Brain | ELF1 | ID:49870,0.13797456
7654,Breast | ESR1 | ID:82852,0.13793497
8525,OVCAR5_ovarian | YAP1 | ID:88621,0.13758281
8785,GM12878 | COREST | ENCODE,0.13756992
1872,Caco-2_Epithelium_Colon | CTCF | ID:45578,0.13742009
2520,HepG2_Epithelium_Liver | SIN3A | ID:46236,0.13737325
3795,K562_Erythroblast_Bone_Marrow | CTCF | ID:53885,0.13726065
841,Epithelium_Mammary_Gland | HSF1 | ID:37134,0.13712706
7603,HeLa_Adherent_HeLa_cells | NELFA | ID:82512,0.13711675
4447,LX2_Hepatic_Stellate_Cell | BRD2 | ID:57804,0.13705051
3903,OCI-Ly1_B_cell_lymphoma_Bone_Marrow | FOXP1 | ID:54152,0.13701718
3094,MCF-7_Epithelium_Breast | TFAP2C | ID:49629,0.13682152
7896,MOLT-4_Leukemia | SUPT5H | ID:84456,0.1367596
7338,293T | ZNF169 | ID:77169,0.1367309
2732,U2OS_Bone | ZBTB17 | ID:47489,0.13672493
5016,GM12878_B_Lymphocyte_Blood | CEBPZ | ID:63355,0.1366979
110,IMR90_Fibroblast_Lung | RB1 | ID:1872,0.13669299
3596,Coronary_artery_smooth_muscle | TCF21 | ID:52496,0.13662045
1066,CUTLL1_T_Lymphocyte_Blood | NOTCH1 | ID:392,0.13650267
6496,A549_Epithelium_Lung | SMC1A | ID:71867,0.13648693
3299,Proerythroblast_Fetal_Liver | EZH1 | ID:50378,0.13644038
9428,PFSK-1 | Sin3Ak-20 | ENCODE,0.13643105
7111,Rh4_rhabdomyosarcoma | MED1 | ID:75841,0.13640842
3118,SW480_Colon | PROX1 | ID:49669,0.1364084
4600,Epithelium | NRF1 | ID:58937,0.13628927
7791,MCF-7_Epithelium_Breast | ESR1 | ID:83812,0.13626797
1587,MM1.S_B_Lymphocyte_Blood | CDK9 | ID:43741,0.13623814
1942,GM12878_B_Lymphocyte_Blood | RCOR1 | ID:45652,0.13611089
4935,A549_Epithelium_Lung | CEBPB | ID:63152,0.13597205
8612,SEM_Pre-B_Lymphocyte | HOXA9 | ID:9321,0.13594988
7556,BJ_Fibroblast_Skin | FOXA2 | ID:82250,0.13594012
92,HepG2_Epithelium_Liver | NR2C2 | ID:1463,0.13588959
3790,HEK293A | MEF2B | ID:53874,0.1358886
1296,iPSC | EZH2 | ID:41821,0.13578203
8223,Epithelium | POLR2A | ID:86867,0.13575888
48,HeLa-S3_Epithelium_Cervix | NR2C2 | ID:1299,0.13552906
9018,HeLa-S3 | ELK1 | ENCODE,0.13550462
7237,A549_Epithelium_Lung | SETX | ID:76830,0.13536213
9024,HeLa-S3 | Ini1 | ENCODE,0.13527057
8106,Muscle | KLF15 | ID:85941,0.13520439
8107,Muscle | KLF15 | ID:85942,0.13510337
507,HUES64_Embryonic_Stem_Cell_Embryo | NANOG | ID:34102,0.13500118
1610,H9_Embryonic_Stem_Cell_Embryo | TP53 | ID:43999,0.13495749
8494,Embryonic_Stem_Cell | GATA2 | ID:88445,0.1348441
1760,Keratinocyte_Foreskin | TP53 | ID:44769,0.13481197
3207,A549_Epithelium_Lung | NME2 | ID:50036,0.13475275
9345,MCF10A-Er-Src (EtOH_0.01pct) | STAT3 | ENCODE,0.13469562
4434,H9_Embryonic_Stem_Cell_Embryo | POU5F1 | ID:5755,0.13466878
3484,HUES64_Embryonic_Stem_Cell_Embryo | SOX2 | ID:51582,0.1346608
577,Epithelium | HSF1 | ID:35064,0.13462153
4308,HEK293T_Epithelium_Embryonic_Kidney | EHMT2 | ID:56462,0.13459039
898,U937_Pleura | POLR2A | ID:37642,0.13457069
5064,K562_Erythroblast_Bone_Marrow | POLR2A | ID:63452,0.13454758
6349,Raji_B_Lymphocyte_Blood | POLR2A | ID:70949,0.13429262
9302,K562 | SRF | ENCODE,0.13427144
5300,K562_Erythroblast_Bone_Marrow | NFE2L1 | ID:64081,0.1342458
5697,HEK293_Epithelium_Embryonic_Kidney | ZBTB42 | ID:65139,0.13412362
4366,K562_Erythroblast_Bone_Marrow | KRAB | ID:56843,0.13410848
5362,HEK293_Epithelium_Embryonic_Kidney | ZNF610 | ID:64255,0.13410155
5143,MCF-7_Epithelium_Breast | FOXK2 | ID:63643,0.13405885
6588,Th2 | POLR2A | ID:72417,0.13401422
7499,BJ_Fibroblast_Skin | FOXA2 | ID:81822,0.13390815
6134,VCaP_Epithelium_Prostate | ERG | ID:69272,0.1338732
5585,K562_Erythroblast_Bone_Marrow | SIN3A | ID:64868,0.13386098
3789,HEK293A | MEF2B | ID:53873,0.13372122
2670,CAL-1_Dendritic_Cell | TCF4 | ID:47101,0.13366075
8422,K562_Erythroblast_Bone_Marrow | POLR2A | ID:8797,0.13356867
4466,U2OS_Bone | NR3C1 | ID:58054,0.13356425
4973,Breast | CTCF | ID:63245,0.1335287
7724,Breast | ESR1 | ID:83328,0.1334031
971,IMR90_Fibroblast_Lung | E2F7 | ID:38590,0.13333692
4066,H3396_Epithelium_Mammary_Gland | ESR1 | ID:5547,0.13316186
9327,K562 | YY1 | ENCODE | 2,0.1330979
3958,MCF-7_Epithelium_Breast | EP300 | ID:54636,0.13267681
1413,GM2630_Lymphoblastoid_Blood | STAG1 | ID:42567,0.13259564
8918,H1-hESC | CHD1 | ENCODE | 1,0.13256566
3378,HeLa_Epithelium_Cervix | NR2C2 | ID:50977,0.13251373
3377,WI-38_Fibroblast_Lung | NR2C2 | ID:50973,0.13245519
341,MCF-7_Epithelium_Breast | GATA3 | ID:33138,0.13243254
6740,SUM159PT_Mammary_carcinoma_cell_Breast | BRD4 | ID:73515,0.13242407
6586,MCF-7_Human_Breast_Cancer_Cell_Breast | POLR2A | ID:72415,0.1324223
9073,HepG2 | CTCF | ENCODE,0.13219562
8630,A549 (DEX_100nM) | CTCF | ENCODE,0.13216579
3230,VCaP_Epithelium_Prostate | ESR1 | ID:50062,0.13212545
8769,GM12873 | CTCF | ENCODE,0.13206416
5461,K562_Erythroblast_Bone_Marrow | JUNB | ID:64538,0.1320189
1674,LNCaP_Epithelium_Prostate | E2F1 | ID:44332,0.1319924
8142,SUM44_Breast | ESR1 | ID:86209,0.13175845
5827,SW480_Epithelium_Colon | BRD4 | ID:67535,0.13169885
4640,Melanocyte | RNF2 | ID:59423,0.13164553
2072,HeLa-S3_Epithelium_Cervix | ZKSCAN1 | ID:45786,0.1316386
4636,MDA-MB-231_Epithelium_Breast | MBD3 | ID:59412,0.13161106
4031,K562_Erythroblast_Bone_Marrow | SUMO2 | ID:55346,0.13158362
5610,IMR90_Fibroblast_Lung | BHLHE40 | ID:64945,0.13144122
4941,A549_Epithelium_Lung | FOSL2 | ID:63170,0.131409
6266,endometrioid_adenocarcinoma | ESR1 | ID:69905,0.13117334
2038,HeLa-S3_Epithelium_Cervix | E2F1 | ID:45750,0.13113432
6094,ZR-75-30 | KDM5C | ID:68913,0.1311075
5627,K562_Erythroblast_Bone_Marrow | ELF1 | ID:65013,0.13103655
2938,OCI-Ly3_B_Lymphocyte_Bone_Marrow | IRF4 | ID:48636,0.13103306
8867,GM12891 | Pol2 | ENCODE | 1,0.13101558
5245,K562_Erythroblast_Bone_Marrow | YBX3 | ID:63935,0.13092278
4239,Prostate | AR | ID:56110,0.13085373
3289,IMR90_Fibroblast_Lung | POLR2A | ID:50359,0.1308216
7658,A549_Epithelium_Lung | FOXA2 | ID:82935,0.13077024
7347,293T | ZNF100 | ID:77181,0.13066325
3860,T47D_Epithelium_Mammary_Gland | ESR1 | ID:54051,0.13061883
6889,SF8628_Pontine | POLR2A | ID:74217,0.13030703
4758,HEK293_Epithelium_Embryonic_Kidney | ZNF175 | ID:62714,0.13024886
8787,GM12878 | CTCF | ENCODE | 1,0.13018014
7033,IN528 | JMJD6 | ID:74844,0.12996286
6265,endometrioid_adenocarcinoma | ESR1 | ID:69902,0.12994488
6221,HT29_colorectal_adenocarcinoma | NR1H3 | ID:69800,0.12973095
2639,SK-N-SH_Neuroblastoma_cell_Brain | POLR2A | ID:46353,0.1296842
2102,HepG2_Epithelium_Liver | RAD21 | ID:45818,0.12967785
7323,293T | ZNF28 | ID:77143,0.12967257
9202,K562 | CHD2 | ENCODE,0.12956427
9031,HeLa-S3 | NF-YA | ENCODE,0.12956004
8414,THP-1_Leukemia_Cell | GLI2 | ID:87939,0.12953988
440,K562_Erythroblast_Bone_Marrow | FAIRE | ID:33597,0.1295377
5347,A549_Epithelium_Lung | HES2 | ID:64216,0.12943983
3428,HUES64_Embryonic_Stem_Cell_Embryo | EOMES | ID:51449,0.12943044
8705,Fetal_Adrenal_Gland | DNase.hot | Roadmap,0.12938261
4180,HEK293_Epithelium_Embryonic_Kidney | POLR2A | ID:55806,0.12921934
3456,HUES64_Embryonic_Stem_Cell_Embryo | NANOG | ID:51520,0.1291702
6119,HBL1_B_cell_lymphoma | POU2F2 | ID:69219,0.12916376
8416,THP-1_Leukemia_Cell | GLI2 | ID:87941,0.12912096
8706,Fetal_Brain_Female | DNase.all.peaks | Roadmap,0.12906459
8520,MCF-7_Epithelium_Breast | T | ID:88591,0.12895592
574,MCF-7_Epithelium_Breast | ESR1 | ID:35046,0.12878935
2231,K562_Erythroblast_Bone_Marrow | E2F4 | ID:45951,0.12867545
3862,T47D_Epithelium_Mammary_Gland | PR | ID:54061,0.12866537
1341,GM12878_B_Lymphocyte_Blood | STAG1 | ID:42293,0.12865072
8784,GM12878 | c-Myc | ENCODE,0.1285515
3056,Retinal_pigment_cell | RPE | ID:49481,0.12845647
603,HeLa-S3_Epithelium_Cervix | BRDU | ID:35293,0.1284377
7913,MCF-7_Epithelium_Breast | ESR1 | ID:84569,0.12835836
1318,Jurkat_T_Lymphocyte_Blood | POLR2A | ID:42172,0.12826717
1784,H1_Embryonic_Stem_Cell_Embryo | SAP30 | ID:45234,0.1280828
4540,Embryonic_Stem_Cell_Embryo | CTCF | ID:58489,0.128009
9165,HUVEC | Pol2 | ENCODE | 2,0.12791128
1974,H1_Embryonic_Stem_Cell_Embryo | TBP | ID:45684,0.12786046
8681,CD3_Primary_Cells_Cord_BI | DNase.all.peaks | Roadmap,0.12784973
9281,K562 | Pol2 | ENCODE | 1,0.12780786
1580,SW480_Colon | CDK8 | ID:43642,0.12772849
7484,GM12878_Lymphoblastoid | CTCF | ID:81662,0.12764287
3313,hMADS-3_Adipocyte_Adipose | PPARG | ID:50411,0.12748559
761,GM19099_Lymphoblastoid_Blood | RELA | ID:36324,0.1274171
792,HeLa-S3_Epithelium_Cervix | ZNF143 | ID:36775,0.12731299
3632,MCF-7_Epithelium_Breast | RELA | ID:52619,0.12731075
3252,DLD-1_Epithelium_Colon | TCF7 | ID:50136,0.12729791
7947,RPM-MC_Epithelium | MYC | ID:84760,0.12722433
6513,U2OS_Bone | MYC | ID:71936,0.12721238
7258,U2OS_Osteosarcoma_cell | LRWD1 | ID:76970,0.1271536
8679,CD19_Primary_Cells_Peripheral_ | DNase.fdr0.01.peaks | Roadmap,0.12714091
4969,A549_Epithelium_Lung | CEBPB | ID:63232,0.12708038
4575,THP-1_Monocyte_Blood | SPI1 | ID:5884,0.12685995
687,H1_Embryonic_Stem_Cell_Embryo | MYC | ID:35837,0.12685743
6869,MCF-7_Breast | GATA3 | ID:74148,0.12683621
4269,CClp1 | YAP1 | ID:56248,0.12675683
2249,K562_Erythroblast_Bone_Marrow | GATA1 | ID:45970,0.1267119
3689,HEK293_Epithelium_Embryonic_Kidney | FOXM1 | ID:53260,0.12665406
9438,SAEC | CTCF | ENCODE,0.1265606
490,HEK293T_Epithelium_Embryonic_Kidney | TET2 | ID:33992,0.12652525
2361,A549_Epithelium_Lung | PBX3 | ID:46082,0.12630805
7536,Breast | ESR1 | ID:82073,0.12629472
1084,MDA-MB-231_Epithelium_Breast | FOXM1 | ID:39460,0.12626898
5230,K562_Erythroblast_Bone_Marrow | NFE2L1 | ID:63894,0.1262688
9013,HeLa-S3 | CTCF | ENCODE | 1,0.12625691
9372,Mobilized_CD34_Primary_Cells_Male | DNase.fdr0.01.peaks | Roadmap,0.12625603
5338,K562_Erythroblast_Bone_Marrow | TAF7 | ID:64178,0.12622432
8293,hESC | KDM2B | ID:87390,0.12622346
4861,Liver | ATF3 | ID:62976,0.1262065
8581,HCT-116_HCT116 | ARID1A | ID:88981,0.12612905
4108,HCT-116_Colon | LEO1 | ID:55661,0.12603499
1445,LoVo_Colon | REST | ID:42746,0.12601544
1098,LS180_Epithelium_Colon | MED1 | ID:39658,0.12594184
569,MDA-MB-231_Epithelium_Breast | FOXM1 | ID:34999,0.12592468
6380,MCF-7_Epithelium | ZNF143 | ID:71042,0.12590778
7673,Detroit_562_Detroit_562_cells | RELA | ID:83029,0.12573595
2808,Jurkat_T_Lymphocyte_Blood | REST | ID:47871,0.12571007
4541,Embryonic_Stem_Cell_Embryo | CTCF | ID:58490,0.1256939
