,Target,Weights
8382,Breast | AR | ID:87797,0.19164394
146,K562_Erythroblast_Bone_Marrow | TRIM28 | ID:2145,0.19162573
8875,GM12892 | Pol2-4H8 | ENCODE,0.19157127
6774,SEM_B_Lymphocyte | MED1 | ID:73698,0.19149683
6486,MCF-7 | ESR1 | ID:71857,0.19141185
1829,Haematopoietic_Progenitor_Cell_Blood | SMARCA4 | ID:4543,0.1914044
9278,K562 (IFNg30) | Pol2 | ENCODE,0.19139
53,HeLa_Epithelium_Cervix | NR3C1 | ID:1306,0.19102421
5688,HEK293_Epithelium_Embryonic_Kidney | ZNF281 | ID:65127,0.1909856
4744,HEK293_Epithelium_Embryonic_Kidney | ZNF16 | ID:62682,0.19069493
3555,IMR90_Fibroblast_Lung | TP53 | ID:52091,0.19057502
123,Jurkat_E6-1_T_Lymphocyte_Blood | POLR2A | ID:1951,0.19050364
962,Pancreatic_Islet | FAIRE | ID:38484,0.19026132
8877,GM12892 | Pol2 | ENCODE | 1,0.19021545
3234,Daoy_Polygonal_Cerebellum | ZFX | ID:50077,0.19017656
5698,HEK293_Epithelium_Embryonic_Kidney | ZNF320 | ID:65141,0.1901342
7678,HeLa_Epithelium_Cervix | DDX21 | ID:83100,0.1898673
8935,H1-hESC | GTF2F1 | ENCODE,0.18961143
1421,MDA-MB-134_Epithelium_Mammary_Gland | ESR1 | ID:42617,0.18914062
987,LoVo_Colon | PHF20 | ID:38681,0.18898316
48,HeLa-S3_Epithelium_Cervix | NR2C2 | ID:1299,0.18891165
6334,HCT-116_Colon_cancer_cell_Colon | SP1 | ID:70813,0.18860859
5189,HepG2_Epithelium_Liver | RNF2 | ID:63791,0.18859205
691,GM12892_Lymphoblastoid_Blood | CTCF | ID:35851,0.18856612
5882,LNCaP_Epithelium_Prostate | AR | ID:67753,0.18849608
3656,T98G_Brain | DYRK1A | ID:52715,0.18848895
9020,HeLa-S3 | EZH2 | ENCODE,0.18817766
4695,Skin | CTCF | ID:62586,0.18807854
1245,DU145_Epithelium_Prostate | BMI1 | ID:41492,0.18787958
2065,HeLa-S3_Epithelium_Cervix | SMARCB1 | ID:45779,0.18772413
660,WI-38_Fibroblast_Lung | POLR2A | ID:35693,0.18756285
208,MCF-7_Epithelium_Breast | STAG1 | ID:2395,0.18751247
7175,LCL_Lymphoblastoid_Blood | YY1 | ID:76302,0.18750846
4187,TC-797 | BRD4 | ID:55825,0.18724562
740,Haematopoietic_Progenitor_Cell_Blood | LYL1 | ID:36247,0.18709683
6315,LNCaP_LNCaP_cells | MYC | ID:70754,0.18708237
7393,GM12878_B_Lymphocyte_Blood | POLR2A | ID:8093,0.18689917
8778,GM12878 | BHLHE40 | ENCODE,0.18686007
7603,HeLa_Adherent_HeLa_cells | NELFA | ID:82512,0.18667436
2292,NB4_Promyelocytic_cell_Blood | CTCF | ID:46013,0.18661976
5230,K562_Erythroblast_Bone_Marrow | NFE2L1 | ID:63894,0.18660212
753,GM19099_Lymphoblastoid_Blood | RELA | ID:36314,0.18657185
9099,HepG2 | MBD4 | ENCODE,0.18613972
2708,HEK293_Epithelium_Embryonic_Kidney | POLR2A | ID:47400,0.18562745
5178,Skin | CTCF | ID:63753,0.18541059
7168,LCL_Lymphoblastoid_Blood | YY1 | ID:76294,0.18515714
2630,SK-N-SH_Neuroblastoma_cell_Brain | GABPA | ID:46344,0.18489337
1710,VCaP_Epithelium_Prostate | AR | ID:44574,0.1846931
4456,LX2_Hepatic_Stellate_Cell | POLR2A | ID:57813,0.18452217
1196,Epithelium_Mammary_Gland | ESR1 | ID:41144,0.18427828
2861,GM12878_B_Lymphocyte_Blood | CEBPA | ID:48278,0.18423368
5764,MCF-7_Epithelium_Breast | ESR1 | ID:6561,0.18400939
9149,HSMM | EZH2 | ENCODE,0.18395957
1499,LoVo_Colon | RAD21 | ID:42957,0.18383408
5969,U2OS_Bone | ARNTL | ID:68104,0.18378419
3971,HCT-116_Colon | HNF4A | ID:54660,0.18369414
5718,HEK293_Epithelium_Embryonic_Kidney | ZNF22 | ID:65178,0.18362145
6883,SF8628_Pontine | BRD4 | ID:74206,0.18356176
2353,A549_Epithelium_Lung | CEBPB | ID:46074,0.18351367
4606,Raji_B_Lymphocyte_Blood | POLR2A | ID:58945,0.18335198
4715,A549_Epithelium_Lung | FOSL2 | ID:62628,0.1832835
4969,A549_Epithelium_Lung | CEBPB | ID:63232,0.18322688
3170,SK-N-MC_Brain | ELF1 | ID:49870,0.1831597
6296,Stem_cell_Foreskin | DNMT3B | ID:70178,0.18287964
9167,IMR90 | CEBPB | ENCODE,0.18264909
5690,HEK293_Epithelium_Embryonic_Kidney | ZNF341 | ID:65129,0.18257536
114,IMR90_Fibroblast_Lung | RBL2 | ID:1876,0.18255803
8167,SKMEL5_melanoma | POLR2A | ID:86525,0.18252812
2365,ECC-1_Epithelium_Endometrium | EGR1 | ID:46086,0.18246181
3024,293T-Rex | SCML2 | ID:49266,0.18237756
6120,HBL1_B_cell_lymphoma | POU2F2 | ID:69220,0.1823712
6956,HeLa_Epithelium_Cervix | YY1 | ID:74510,0.18234824
3476,HUES64_Embryonic_Stem_Cell_Embryo | SMAD1 | ID:51557,0.18217987
8299,BJ_Fibroblast_Skin | FOXA2 | ID:87398,0.18208867
9127,HepG2 | TCF12 | ENCODE,0.18207176
158,LNCaP_Epithelium_Prostate | FOXA1 | ID:2192,0.18201147
1516,HEK293T_Epithelium_Embryonic_Kidney | POLR2A | ID:43079,0.18200834
8634,A549 (EtOH_0.02pct) | ELF1 | ENCODE,0.18174472
4758,HEK293_Epithelium_Embryonic_Kidney | ZNF175 | ID:62714,0.18147388
3104,MCF-7_Epithelium_Breast | EP300 | ID:49646,0.18093757
3040,IMR90_Fibroblast_Lung | EP300 | ID:49415,0.18070431
4395,HeLa_Epithelium_Cervix | GTF2B | ID:56978,0.18053953
3449,HUES64_Embryonic_Stem_Cell_Embryo | HNF1B | ID:51498,0.18032064
2787,GM12878_B_Lymphocyte_Blood | REST | ID:47850,0.18020098
5362,HEK293_Epithelium_Embryonic_Kidney | ZNF610 | ID:64255,0.1798135
9320,K562 | TRIM28 | ENCODE,0.17950694
9442,SK-N-MC | Pol2-4H8 | ENCODE,0.17946962
4623,PC-3_Epithelium_Prostate | ETV4 | ID:5924,0.17942598
5033,MCF-7_Epithelium_Breast | CHD1 | ID:63387,0.17940968
1650,Jurkat_E6-1_T_Lymphocyte_Blood | POLR2A | ID:44235,0.17925088
6794,HepG2_Epithelium_Liver | NR3C1 | ID:73725,0.1790735
7502,Leukemia | NOTCH3 | ID:81877,0.17906204
9123,HepG2 (insulin) | SREBP1 | ENCODE,0.17878443
1092,OCI-Ly7_B_cell_lymphoma_Blood | BACH2 | ID:39577,0.17860244
3162,SK-N-MC_Brain | FLI1 | ID:49854,0.17856258
9189,K562 | BCL3 | ENCODE,0.1784616
8460,786-O_Epithelium_Kidney | EP300 | ID:88140,0.17838842
6432,LNCaP_Epithelium_Prostate | RELA | ID:71230,0.17814131
4742,K562_Erythroblast_Bone_Marrow | CREB3 | ID:62680,0.17811634
101,Endothelial_Cell_Umbilical_Vein | FOS | ID:1741,0.17797469
6982,K562_Erythroblast_Bone_Marrow | ZMYM3 | ID:74654,0.17794731
8433,hMSC-TERT4 | MED1 | ID:88055,0.17792314
7216,HuRef_Lymphoblastoid | CENPC | ID:76574,0.17790723
243,T98G_Brain | EP300 | ID:2753,0.17775583
6548,CAL-1_Plasmacytoid_dendritic_cell | POLR2A | ID:72350,0.17767467
4936,A549_Epithelium_Lung | CEBPB | ID:63153,0.17739931
76,HeLa-S3_Epithelium_Cervix | STAT1 | ID:1356,0.17737675
7836,SHEP-21N_Neuroblastoma_cell_Bone_Marrow | MYCN | ID:84181,0.17727406
3366,KB_Cell_Epithelium_HeLa_contaminant | SPI1 | ID:50878,0.17725633
4791,MCF-7_Epithelium_Breast | KLF9 | ID:62799,0.17714858
2027,HeLa-S3_Epithelium_Cervix | GTF2F1 | ID:45737,0.17681372
589,M0-91_Leukemia_Cell | HSF1 | ID:35224,0.17658381
2651,SK-N-SH_RA_Neuron_Brain | USF1 | ID:46365,0.1764222
143,K562_Erythroblast_Bone_Marrow | RUNX1 | ID:2122,0.17638613
6740,SUM159PT_Mammary_carcinoma_cell_Breast | BRD4 | ID:73515,0.17638294
451,Endothelial_Cell_Umbilical_Vein | FAIRE | ID:33611,0.17637675
8285,MCF-7_Epithelium_Breast | TP53 | ID:87304,0.17613362
7486,TIG-3_Fibroblast_Embryonic_Lung | BRAF | ID:81696,0.17598304
8911,H1-hESC | ATF2 | ENCODE,0.17593715
9145,HPF | CTCF | ENCODE,0.17584598
5585,K562_Erythroblast_Bone_Marrow | SIN3A | ID:64868,0.17583542
3955,MCF-7_Epithelium_Breast | NCAPG | ID:54632,0.17576271
2716,VCaP_Epithelium_Prostate | GABPA | ID:47411,0.17567065
5877,LNCaP_Epithelium_Prostate | GATA2 | ID:67746,0.17511494
7872,LNCaP_Epithelium_Prostate | FOXA1 | ID:84339,0.17509347
7105,HAP-1_Embryonic_Stem_Cell_Embryo | CTCF | ID:75575,0.17468868
7315,293T | ZNF429 | ID:77127,0.17464451
6657,Cardiomyocyte | TBX5 | ID:72923,0.17450854
93,HepG2_Epithelium_Liver | NR2C2 | ID:1464,0.17448728
7396,H1_Embryonic_Stem_Cell_Embryo | POLR2A | ID:8097,0.17417535
4906,A549_Epithelium_Lung | FOSL2 | ID:63081,0.17412886
8426,MOLT-4_Leukemia | POLR2A | ID:87999,0.17412671
6482,MCF-7_Breast | FOXA1 | ID:71808,0.17406121
247,U2OS_Bone | ESR1 | ID:2779,0.17403997
3488,HUES64_Embryonic_Stem_Cell_Embryo | SRF | ID:51590,0.17389606
5016,GM12878_B_Lymphocyte_Blood | CEBPZ | ID:63355,0.1737806
3725,T47D_Epithelium_Mammary_Gland | CHD8 | ID:53398,0.17364344
8305,TIME_Fibroblast | POLR2A | ID:87448,0.17363188
5896,SUM149 | BRD4 | ID:67798,0.17350301
3201,K562_Erythroblast_Bone_Marrow | SCML2 | ID:50020,0.17348933
3632,MCF-7_Epithelium_Breast | RELA | ID:52619,0.17347488
6193,MV4;11_Leukemia_Cell_Blood | BRD4 | ID:69758,0.17337073
6165,Nalm6_Leukemia_Cell | POLR2A | ID:69534,0.17313617
1985,H1_Embryonic_Stem_Cell_Embryo | MXI1 | ID:45695,0.1729703
6760,SUM159PT_Mammary_carcinoma_cell_Breast | EP300 | ID:73537,0.17293908
834,MCF-10A_Epithelium_Breast | HSF1 | ID:37108,0.1728245
8588,RPMI-8402_T_cell_leukemia_Blood | TCF12 | ID:9197,0.17247063
4617,THP-1_Monocyte_Blood | LYL1 | ID:59007,0.17243052
7111,Rh4_rhabdomyosarcoma | MED1 | ID:75841,0.1723891
4700,Stomach | POLR2A | ID:62591,0.17230015
917,HT1080_Connective_Tissue | SSRP1 | ID:38084,0.1721908
4110,HCT-116_Colon | POLR2A | ID:55663,0.17153706
3491,HUES64_Embryonic_Stem_Cell_Embryo | SRF | ID:51594,0.17148091
5294,K562_Erythroblast_Bone_Marrow | CSDE1 | ID:64061,0.17129725
646,HeLa-S3_Epithelium_Cervix | RCOR1 | ID:35580,0.17120852
225,NB4_Promyelocytic_cell_Blood | RARA | ID:2465,0.1712072
7538,Breast | ESR1 | ID:82075,0.17118391
6317,LNCaP_LNCaP_cells | MYC | ID:70756,0.17117374
7925,JHU-06_Endothelial_Cell | JUN | ID:84611,0.17082398
1799,Myoblast_Skeletal_Muscle | EZH2 | ID:45345,0.1707184
1920,GM12878_B_Lymphocyte_Blood | MYC | ID:45628,0.17065662
7073,HeLa | ZBTB48 | ID:75282,0.17060395
2462,H1_Embryonic_Stem_Cell_Embryo | BCL11A | ID:46178,0.17054845
6929,MCF-7_Breast | RELA | ID:74387,0.17045681
152,LNCaP_Epithelium_Prostate | AR | ID:2173,0.17027247
4573,HEK293_Epithelium_Embryonic_Kidney | POLR2A | ID:58838,0.17023203
2100,HepG2_Epithelium_Liver | SMC3 | ID:45816,0.17019892
8478,HeLa_Epithelium_Cervix | SMC3 | ID:88343,0.17002304
6401,MCF-10A_Epithelium | BRD4 | ID:71138,0.16988021
8105,Muscle | POLR2A | ID:85939,0.16957113
5494,A549_Epithelium_Lung | EP300 | ID:64638,0.16944051
8375,Breast | AR | ID:87789,0.16937086
9031,HeLa-S3 | NF-YA | ENCODE,0.16930944
6720,THP-1_AML_cell | RUNX1 | ID:73446,0.16926908
8010,HCT-116_Colon | CTCF | ID:85284,0.16920893
1784,H1_Embryonic_Stem_Cell_Embryo | SAP30 | ID:45234,0.16907704
267,VCaP_Epithelium_Prostate | AR | ID:2912,0.16884917
6281,LNCaP_Epithelium_Prostate | FOXA1 | ID:70108,0.16875686
8659,A549 (EtOH_0.02pct) | ZBTB33 | ENCODE,0.16848977
667,WI-38_Fibroblast_Lung | POLR2A | ID:35718,0.16832913
1031,LoVo_Colon | ZFAT | ID:38796,0.16831927
2342,A549_Epithelium_Lung | CTCF | ID:46063,0.1682326
7146,HEK293_Epithelium_Embryonic_Kidney | POLR2A | ID:76218,0.16813165
3420,HUES64_Embryonic_Stem_Cell_Embryo | CTCF | ID:51439,0.16805044
7173,LCL_Lymphoblastoid_Blood | YY1 | ID:76300,0.16804245
3026,LS174T_Epithelium_Colon | ZBTB17 | ID:49276,0.1679917
2520,HepG2_Epithelium_Liver | SIN3A | ID:46236,0.16794549
7379,MV4-11_Leukemia_Cell | KMT2A | ID:77486,0.16791226
1399,GM2588_Lymphoblastoid_Blood | CTCF | ID:42520,0.16780502
470,NCCIT_Embryo | POU5F1 | ID:33864,0.16750664
5610,IMR90_Fibroblast_Lung | BHLHE40 | ID:64945,0.16748944
2845,Adipocyte_Adipose | EBF1 | ID:48179,0.16738957
790,HeLa-S3_Epithelium_Cervix | ZNF143 | ID:36771,0.16735624
8316,Breast | ESR1 | ID:87467,0.16709079
7799,SHEP-21N_Neuroblastoma_cell_Bone_Marrow | POLR2A | ID:83836,0.16699447
1243,DU145_Epithelium_Prostate | RNF2 | ID:41490,0.16679671
2346,A549_Epithelium_Lung | FOXA1 | ID:46067,0.16672711
4589,TF-1_Erythroblast_Bone_Marrow | RUNX1 | ID:58877,0.16671236
5145,A549_Epithelium_Lung | EP300 | ID:63650,0.16666235
1669,LNCaP_Epithelium_Prostate | AR | ID:44327,0.1666489
7673,Detroit_562_Detroit_562_cells | RELA | ID:83029,0.16664349
4308,HEK293T_Epithelium_Embryonic_Kidney | EHMT2 | ID:56462,0.16660176
8169,Breast | ESR1 | ID:86527,0.16643566
7660,BJ_Fibroblast_Skin | FOXA2 | ID:82937,0.16634299
8304,TIME_Fibroblast | POLR2A | ID:87447,0.1663086
3813,T47D_Epithelium_Mammary_Gland | EP300 | ID:53973,0.16625962
4598,HeLa_Epithelium_Cervix | MYBL2 | ID:5890,0.16619073
8239,Detroit_562_Detroit_562_cells | RELA | ID:86943,0.16616926
1098,LS180_Epithelium_Colon | MED1 | ID:39658,0.16613908
8862,GM12891 | CTCF | ENCODE,0.16611016
3592,HEK293_Epithelium_Embryonic_Kidney | MYC | ID:52429,0.16609825
537,HeLa_Epithelium_Cervix | SUMO1 | ID:34373,0.16584547
5706,HEK293_Epithelium_Embryonic_Kidney | ZBTB48 | ID:65155,0.16571194
4317,HuCCT1 | YAP1 | ID:56538,0.1656904
981,LoVo_Colon | CAMTA2 | ID:38661,0.16564058
6513,U2OS_Bone | MYC | ID:71936,0.16560194
9002,HeLa-S3 | BRF1 | ENCODE,0.16558515
8049,HCT-116_HCT116 | PHIP | ID:85464,0.16543703
5850,SK-N-SH_Neuroblastoma_cell_Brain | POLR2A | ID:67696,0.16538268
145,K562_Erythroblast_Bone_Marrow | SETDB1 | ID:2124,0.1653447
7896,MOLT-4_Leukemia | SUPT5H | ID:84456,0.16506101
4602,HCC1954_Epithelium_Mammary_Gland | NRF1 | ID:58940,0.1650428
4092,B_Lymphocyte | BACH2 | ID:55571,0.16483864
1296,iPSC | EZH2 | ID:41821,0.16472231
4792,MCF-7_Epithelium_Breast | KLF9 | ID:62800,0.16469008
6170,MV4-11_Leukemia_Cell | PSIP1 | ID:69558,0.16461995
6109,T47D_Breast | ESR1 | ID:68972,0.16446306
8212,MCF-7_Epithelium_Breast | CTCF | ID:86828,0.16445872
726,Keratinocyte | TP63 | ID:36140,0.16436416
3183,GBM1A_Glioblastoma_Stem_Cell | KLF9 | ID:49949,0.16436248
2779,Raji_B_Lymphocyte_Blood | POLR2A | ID:47804,0.1643173
3306,Jurkat_T_Lymphocyte_Blood | MYB | ID:50398,0.1642648
3452,HUES64_Embryonic_Stem_Cell_Embryo | NANOG | ID:51513,0.16414529
8554,CHL-1_melanoma_Skin | BRD4 | ID:88863,0.16400924
1735,VCaP_Epithelium_Prostate | BRD3 | ID:44599,0.16400899
415,Epithelium_Mammary_Gland | ESR1 | ID:33507,0.16376705
3862,T47D_Epithelium_Mammary_Gland | PR | ID:54061,0.16364849
3987,Adipose | PPARG | ID:55125,0.16357887
5712,HEK293_Epithelium_Embryonic_Kidney | ZNF449 | ID:65165,0.16335581
5892,T47D | BRD4 | ID:67793,0.16334102
5393,K562_Erythroblast_Bone_Marrow | DPF2 | ID:64319,0.16332605
4555,LNCaP-abl_Epithelium_Prostate | MED1 | ID:58639,0.16326882
6343,A549_Epithelium_Lung | NR3C1 | ID:70941,0.1632677
5303,HeLa-S3_Epithelium_Cervix | UBTF | ID:64087,0.16326742
862,A549_Epithelium_Lung | FOXA2 | ID:37366,0.1631943
5956,C4-2_Prostate | POLR2A | ID:68082,0.16311333
3934,MDA-MB-468_Epithelium_Mammary_Gland | TP53 | ID:54521,0.16298057
6173,Jurkat_T_Lymphocyte_Blood | POLR2A | ID:69611,0.1628696
8184,VCaP_Epithelium_Prostate | HDAC2 | ID:8660,0.16282372
8666,BE2_C | CTCF | ENCODE,0.16276743
7310,293T | ZNF445 | ID:77117,0.16271965
1453,LoVo_Colon | NFYC | ID:42774,0.16262825
2990,HeLa_Epithelium_Cervix | POLR2A | ID:49013,0.1625801
4169,MCF-7_Epithelium_Breast | CTCF | ID:55781,0.16254842
8141,C4-2_Prostate | BRD4 | ID:86207,0.16246666
7075,HeLa | ZBTB48 | ID:75284,0.16202816
8532,Embryonic_Stem_Cell_epithelioid_sarcoma | SUZ12 | ID:88642,0.16200651
7172,LCL_Lymphoblastoid_Blood | YY1 | ID:76299,0.16184591
2714,VCaP_Epithelium_Prostate | ERG | ID:47409,0.16179644
3504,HUES64_Embryonic_Stem_Cell_Embryo | HAND1 | ID:51631,0.16162232
7605,HeLa_Adherent_HeLa_cells | SUPT5H | ID:82516,0.16145572
685,LNCaP_Epithelium_Prostate | REPIN1 | ID:35828,0.16141032
8328,MCF-10A_Epithelium_Breast | POLR2A | ID:87594,0.1613617
189,MCF-7_Epithelium_Breast | GATA3 | ID:2324,0.16135454
7420,SHEP-21N_Neuroblastoma_cell_Bone_Marrow | MYCN | ID:81174,0.16134103
4251,Prostate | AR | ID:56123,0.16122846
6526,TTC-549_Liver_cell_Liver | SMARCC1 | ID:72110,0.16119666
5257,HepG2_Epithelium_Liver | GATA4 | ID:63974,0.16119087
7323,293T | ZNF28 | ID:77143,0.16095398
9386,NHEK | EZH2 | ENCODE,0.16082492
8525,OVCAR5_ovarian | YAP1 | ID:88621,0.16071734
4360,Neural_crest_cell_Cranial | EP300 | ID:56816,0.16033755
44,HeLa_Epithelium_Cervix | TRRAP | ID:1226,0.16029824
8083,LCL_Lymphoblastoid_Blood | POLR2A | ID:85769,0.16019289
8921,H1-hESC | c-Myc | ENCODE,0.16014463
2069,HeLa-S3_Epithelium_Cervix | NR2C2 | ID:45783,0.16003336
3807,T47D_Epithelium_Mammary_Gland | EP300 | ID:53967,0.15992315
5597,A549_Epithelium_Lung | BCL3 | ID:64912,0.159918
3994,Adipose | PPARG | ID:55132,0.15969488
3283,VCaP_Epithelium_Prostate | AR | ID:50270,0.15955226
4603,Raji_B_Lymphocyte_Blood | POLR2A | ID:58942,0.15951566
5977,Thymocyte_Thymus | GATA3 | ID:68161,0.15896498
6802,MCF-7_Breast | FOXA1 | ID:73759,0.15891296
5141,HEK293_Epithelium_Embryonic_Kidney | ZNF140 | ID:63641,0.15881865
8933,H1-hESC | FOSL1 | ENCODE,0.15864226
6629,Endothelial_Cell_Umbilical_Vein | POLR2A | ID:72622,0.15851991
8414,THP-1_Leukemia_Cell | GLI2 | ID:87939,0.1581659
5363,HEK293_Epithelium_Embryonic_Kidney | ZNF610 | ID:64256,0.15809691
5210,HEK293_Epithelium_Embryonic_Kidney | ZBTB33 | ID:63844,0.15807647
1182,ZR-75-1_Epithelium_Mammary_Gland | ESR1 | ID:40371,0.1580222
6300,Stem_cell_Foreskin | DNMT3A | ID:70224,0.15793662
7482,MKL-1_Merkel_cell_carcinoma | MAX | ID:81646,0.15767092
8705,Fetal_Adrenal_Gland | DNase.hot | Roadmap,0.15751661
6047,K562_Leukemia_Cell | SPI1 | ID:68824,0.15748632
5894,SUM185PE | BRD4 | ID:67795,0.15744121
1413,GM2630_Lymphoblastoid_Blood | STAG1 | ID:42567,0.15740879
7928,MDA-MB-157_mDA | STAT3 | ID:84616,0.15734784
5763,MCF-7_Epithelium_Breast | ESR1 | ID:6560,0.15707143
3991,Adipose | PPARG | ID:55129,0.15684748
2957,Keratinocyte_Foreskin | ZNF750 | ID:48799,0.15672594
8207,JHU-06_Endothelial_Cell | JUN | ID:86804,0.15652642
7305,293T | ZNF480 | ID:77111,0.15652268
2727,K562_Erythroblast_Bone_Marrow | CTCF | ID:47475,0.15641344
3737,SH-SY5Y_Bone_Marrow | SVIL | ID:53472,0.15640436
5287,K562_Erythroblast_Bone_Marrow | HINFP | ID:64045,0.15638809
1205,T_Lymphocyte_Blood | HDAC6 | ID:4126,0.15636227
8959,H1-hESC | SP1 | ENCODE,0.15631552
7143,HEK293_Epithelium_Embryonic_Kidney | POLR2A | ID:76213,0.15631402
9406,Pancreas | DNase.hot | Roadmap,0.15629418
6082,MCF-7_Epithelium_Breast | FOXA1 | ID:68867,0.15624136
4225,MCF-7_Epithelium_Breast | RAD21 | ID:56056,0.15619528
6357,Raji_B_Lymphocyte_Blood | MYC | ID:70964,0.15614223
5270,K562_Erythroblast_Bone_Marrow | ZNF589 | ID:64009,0.15588105
8223,Epithelium | POLR2A | ID:86867,0.15583865
4958,K562_Erythroblast_Bone_Marrow | GABPA | ID:63207,0.15577766
9245,K562 | HDAC2 | ENCODE | 1,0.15568373
2398,GM12878_B_Lymphocyte_Blood | PAX5 | ID:46116,0.15549237
5051,HEK293_Epithelium_Embryonic_Kidney | INSM2 | ID:63428,0.1553772
2246,K562_Erythroblast_Bone_Marrow | RAD21 | ID:45966,0.15529706
5664,HEK293_Epithelium_Embryonic_Kidney | CTCF | ID:65093,0.15522331
1742,VCaP_Epithelium_Prostate | ERG | ID:44605,0.15517892
52,HeLa_Epithelium_Cervix | NR3C1 | ID:1304,0.15511313
2409,GM12878_B_Lymphocyte_Blood | ELF1 | ID:46127,0.15501532
5440,HEK293_Epithelium_Embryonic_Kidney | BCL11B | ID:64464,0.15491904
7524,JMSU-1_cancer_cells | RXRA | ID:82023,0.15490536
6199,MV4;11_Leukemia_Cell_Blood | BRD4 | ID:69767,0.15485889
3645,MCF-7_Epithelium_Breast | ESR1 | ID:52636,0.15485534
7655,Breast | ESR1 | ID:82853,0.15474439
1942,GM12878_B_Lymphocyte_Blood | RCOR1 | ID:45652,0.15467912
9392,NT2-D1 | YY1 | ENCODE,0.15467806
1493,GP5d_Colon | REST | ID:42943,0.1545481
9041,HeLa-S3 | PRDM1 | ENCODE,0.15450913
1562,HEK293T_Epithelium_Embryonic_Kidney | C17orf96 | ID:43550,0.1545004
8785,GM12878 | COREST | ENCODE,0.15443023
7545,T47D_cancer_cells_Breast | ESR1 | ID:82132,0.15436049
4973,Breast | CTCF | ID:63245,0.15434152
3079,MCF-7_Epithelium_Breast | ESR1 | ID:49611,0.15415393
8494,Embryonic_Stem_Cell | GATA2 | ID:88445,0.15410641
8357,K562_Erythroblast_Bone_Marrow | CHD1 | ID:8769,0.15406615
2567,K562_Erythroblast_Bone_Marrow | MEF2A | ID:46283,0.15369277
1242,DU145_Epithelium_Prostate | RING1 | ID:41489,0.15365045
9206,K562 (IFNg6h) | c-Jun | ENCODE,0.15363303
5299,K562_Erythroblast_Bone_Marrow | NFE2L1 | ID:64080,0.15357699
9281,K562 | Pol2 | ENCODE | 1,0.15356131
7844,22RV1_Epithelium_Prostate | AR | ID:84225,0.15344739
5328,K562_Erythroblast_Bone_Marrow | NFRKB | ID:64144,0.15317753
1656,LNCaP_Epithelium_Prostate | E2F1 | ID:44313,0.15317476
1800,Myoblast_Skeletal_Muscle | CTCF | ID:45347,0.15309761
5317,K562_Erythroblast_Bone_Marrow | SMARCA4 | ID:64112,0.15307504
3458,HUES64_Embryonic_Stem_Cell_Embryo | OTX2 | ID:51524,0.15304169
9304,K562 (IFNa6h) | STAT1 | ENCODE,0.15277971
6581,MCF-7_Human_Breast_Cancer_Cell_Breast | POLR2A | ID:72410,0.15277693
2789,GM12878_B_Lymphocyte_Blood | REST | ID:47852,0.15272853
8834,GM12878 | Rad21 | ENCODE | 1,0.15262239
3773,Embryonic_Stem_Cell | POLR2A | ID:53667,0.15258285
9379,NH-A | EZH2 | ENCODE,0.15242997
5722,HEK293_Epithelium_Embryonic_Kidney | ZNF816 | ID:65185,0.15241896
1482,GP5d_Colon | MYC | ID:42926,0.15237692
7014,HepG2_Epithelium_Liver | KLF10 | ID:74686,0.15228581
1846,A549_Epithelium_Lung | POLR2A | ID:45552,0.15222031
4850,K562_Erythroblast_Bone_Marrow | HDGF | ID:62954,0.15221584
7012,K562_Erythroblast_Bone_Marrow | EZH2 | ID:74684,0.15219492
2037,HeLa-S3_Epithelium_Cervix | MAX | ID:45749,0.15212965
9308,K562 (IFNa6h) | STAT2 | ENCODE,0.15195778
3011,LNCaP_Epithelium_Prostate | POLR2A | ID:49194,0.15192844
5476,K562_Erythroblast_Bone_Marrow | BCOR | ID:64564,0.15186626
2808,Jurkat_T_Lymphocyte_Blood | REST | ID:47871,0.15174942
3108,GM18951_Lymphoblastoid_Blood | RELA | ID:4965,0.15167296
6454,hESC | SMAD3 | ID:71285,0.15143403
5208,A549_Epithelium_Lung | FOSL2 | ID:63829,0.15122956
7948,Kasumi-1_Myeloblast_Blood | RUNX1 | ID:8478,0.15093035
7642,MOLT-4_T_Lymphoblast | POLR2A | ID:82833,0.15085258
5279,A549_Epithelium_Lung | EP300 | ID:64028,0.1507986
7271,293T | ZNF783 | ID:77039,0.15061474
4734,K562_Erythroblast_Bone_Marrow | KAT8 | ID:62661,0.15056343
9158,HUVEC | EZH2 | ENCODE,0.15037903
8864,GM12891 | PAX5-C20 | ENCODE,0.15037833
6327,HCT-116_Colon_cancer_cell_Colon | MYC | ID:70806,0.15027024
4647,IMEC_Epithelium_Breast | MYC | ID:59543,0.15007295
1044,LoVo_Colon | KLF5 | ID:38831,0.15004517
2103,HepG2_Epithelium_Liver | POLR2A | ID:45819,0.14985575
5320,A549_Epithelium_Lung | HES2 | ID:64120,0.14981912
9247,K562 | HMGN3 | ENCODE,0.14979807
6241,MCF-7_Human_Breast_Cancer_Cell_Breast | NELFE | ID:69820,0.14970165
1113,Kasumi-1_Myeloblast_Blood | RUNX1 | ID:39780,0.14962576
3112,MCF-7_Epithelium_Breast | ESR1 | ID:49653,0.14959006
8762,GM08714 | ZNF274 | ENCODE,0.14951761
578,B_Lymphocyte | BCL6 | ID:35085,0.14950667
5509,A549_Epithelium_Lung | CEBPB | ID:64671,0.1492401
6937,MCF-7_Breast | ESR1 | ID:74398,0.14919756
